"published","link","site","text","title"
2023-11-08 13:16:01,https://belitung.tribunnews.com/2023/11/08/tim-panah-satreskrim-polres-beltim-bekuk-pelaku-perusakan-atm-di-kelapa-kampit-kurang-dari-24-jam,tribunnews.com,"Sepasang terduga pelaku perusakan ATM di Desa Senyubuk, Kecamatan Kelapa Kampit, Kabupaten Belitung Timur, diamankan Tim Panah Satreskrim Polres Beltim.
POSBELITUNG.CO, BELITUNG - Dalam waktu kurang dari 24 jam, Tim Panah Satrekrim Polres Belitun",Tim Panah Satreskrim Polres Beltim Bekuk Pelaku Perusakan ATM di Kelapa Kampit Kurang dari 24 Jam
2023-11-08 13:13:43,https://bangka.tribunnews.com/2023/11/08/satreskrim-polres-beltim-bekuk-sepasang-kekasih-diduga-pelaku-perusakan-atm-di-kelapa-kampit,tribunnews.com,"BANGKAPOS.COM, BELITUNG - Tim Panah Satrekrim Polres Beltim berhasil menangkap pelaku perusakan ATM yang terjadi kemarin Selasa (7/11/2023) di Desa Senyubuk, Kelapa Kampit, Belitung Timur kurang dari 24 jam.
Dikutip dari instagram Tim Panah Polre",Satreskrim Polres Beltim Bekuk Sepasang Kekasih Diduga Pelaku Perusakan ATM di Kelapa Kampit
2023-11-08 13:13:24,https://aceh.tribunnews.com/2023/11/08/tiga-warga-aceh-timur-ditangkap-di-bandara-kualanamu-berencana-bawa-3-kg-sabu-ke-jakarta,tribunnews.com,"Tiga pemuda asal Aceh Timur ditangkap Polisi karena membawa 3 kilogram sabu-sabu yang akan dikirim ke Jakarta melalui Bandara Internasional Kualanamu, Senin (6/11/2023).
SERAMBINEWS.COM - Tiga warga Aceh kedapatan membawa narkoba di Bandara Kuala","Tiga Warga Aceh Timur Ditangkap di Bandara Kualanamu, Berencana Bawa 3 Kg Sabu ke Jakarta"
2023-11-08 13:13:23,https://aceh.tribunnews.com/2023/11/08/curi-uang-toke-kelontong-rp-10-juta-warga-abdya-diringkus-polisidi-lambaro,tribunnews.com,"IA (56), warga asal Abdya tak berkutik ketika ditangkap polisi atas dugaan tindak pidana pencurian yang dilakukannya pada Bulan September 2023 lalu.
Tersangka IA mencuri tas berisi uang senilai Rp10 juta milik Cut Khatijah (31), warga Kecamatan D","Curi Uang Toke Kelontong Rp 10 Juta ,Warga Abdya Diringkus Polisi di Lambaro"
2023-11-08 13:11:00,https://www.kapanlagi.com/korea/6-rekomendasi-drama-korea-sung-hoon-yang-sayang-jika-dilewatkan-kebanyakan-genre-romance-de46f5.html,kapanlagi.com,"Ada banyak drama Sung Hoon yang menarik untuk ditonton.
Penasaran, apa saja drama Sung Hoon yang wajib masuk ke watchlist tontonan drakor?
Karenanya, rekomendasi drama Sung Hoon yang satu ini jelas tak boleh dilewatkan.
Karenanya, rekomendasi dra","6 Rekomendasi Drama Korea Sung Hoon yang Sayang Jika Dilewatkan, Kebanyakan Genre Romance"
2023-11-08 13:09:01,https://siap.viva.co.id/news/1701-ini-jimat-maling-yang-berulah-di-perumah-anyelir-depok,viva.co.id,"Siap – Berbekal jimat dari seorang guru yang bertempat di salah satu daerah di Jawa Barat, S dan RH kerap kali berulah.
Bahkan secara beruntun membobol rumah di kawasan Anyelir dengan cepat.
Anehnya lagi, saban beraksi RH dan S melulu lolos dari ",Ini Jimat Maling yang Berulah di Perumahan Anyelir Depok
2023-11-08 13:07:55,https://www.kompas.tv/regional/459024/bidpropam-periksa-13-oknum-polisi-yang-diduga-peras-kadis-pmdt,kompas.tv,"Baca Juga: Korsleting Listrik, Bangunan Pasar Tengah Ludes TerbakarMereka mengaku diperas uang puluhan juta rupiah oleh oknum anggota polisi yang merupakan mantan kasat reskrim polres Lampung Utara berinisial RO dan beberapa orang oknum penyidik ",Bidpropam Periksa 13 Oknum Polisi yang Diduga Peras Kadis PMDT
2023-11-08 13:07:18,https://kaltim.tribunnews.com/2023/11/08/berniat-jual-motor-curian-di-facebook-aksi-pria-di-balikpapan-terlacak-polisi,tribunnews.com,"TRIBUNKALTIM.CO, BALIKPAPAN - Seorang pemuda berinisial IF (25) ditangkap polisi atas dugaan pencurian sepeda motor Honda Scoopy di Kelurahan Karang Joang, Balikpapan Utara.
Baca juga: Polres Paser Bekuk Pelaku Pencurian Sepeda Motor di Masjid Ag","Berniat Jual Motor Curian di Facebook, Aksi Pria di Balikpapan Terlacak Polisi"
2023-11-08 13:06:47,https://metro.tempo.co/read/1794141/ayah-wayan-mirna-salihin-dilaporkan-ke-polda-metro-jaya-dituntut-bayar-tunggakan-pesangon-phk-karyawan-rp-35-miliar,tempo.co,"IklanTEMPO.CO, Jakarta - Eks karyawan PT Fajar Indah Cakra Cemerlang bernama Wartono (57 tahun) melaporkan Edi Darmawan Salihin, ayah dari Wayan Mirna Salihin, yang merupakan direktur utama perusahaan itu.
Pengacara pelapor, Manganju Hamonangan S","Ayah Wayan Mirna Salihin Dilaporkan ke Polda Metro Jaya, Dituntut Bayar Tunggakan Pesangon PHK Karyawan Rp 3,5 Miliar"
2023-11-08 13:06:17,https://www.metrotvnews.com/read/KYVCDW0X-khawatir-kabur-ke-singapura-atau-malaysia-maki-desak-polisi-cekal-firli-bahuri,metrotvnews.com,"Jakarta: Polda Metro Jaya didesak mencegah atau cekal Ketua Komisi Pemberantasan Korupsi (KPK) Firli Bahuri ke luar negeri.
Namun, dia menyerahkan sepenuhnya ke penyidik Subdit Tindak Pidana Korupsi (Tipikor) Ditreskrimsus Polda Metro Jaya.
Boyam","Khawatir Kabur ke Singapura atau Malaysia, Maki Desak Polisi Cekal Firli Bahuri"
2023-11-08 13:05:23,https://manado.tribunnews.com/2023/11/08/oknum-polisi-di-kotamobagu-diduga-peras-pengendara-minta-uang-rp-5-juta-catut-nama-wakapolres,tribunnews.com,"Oknum Polisi di Kotamobagu Sulawesi Utara diduga lakukan pemerasan kepada pengendara.
Oknum polisi yang kemudian diketahui adalah Kanit Turjawali Satlantas Polres Kotamobagu Ipda Ronald Palembatas diduga meminta uang Rp 5 juta kepada pengendara.
","Oknum Polisi di Kotamobagu Diduga Peras Pengendara, Minta Uang Rp 5 Juta, Catut Nama Wakapolres"
2023-11-08 13:04:52,https://surabaya.tribunnews.com/2023/11/08/motif-kasus-pembunuhan-di-garum-blitar-suami-cemburu-diduga-istri-selingkuh,tribunnews.com,"Pelaku pembunuhan terhadap istrinya sendiri saat berada di Polres Blitar, Rabu (8/11/2023).
SURYA.CO.ID, BLITAR - Peristiwa suami tega membunuh istrinya yang jasadnya dibuang di sungai Dusun Talok, Desa Pojok, Kecamatan Garum, Kabupaten Blitar be","Motif Kasus Pembunuhan di Garum Blitar, Suami Cemburu Diduga Istri Selingkuh"
2023-11-08 13:02:56,https://www.bantennews.co.id/cabuli-bocah-pria-paruh-baya-di-cilegon-diringkus-polisi/#respond,bantennews.co.id,"CILEGON – Unit Unit Pelayanan Perempuan dan Anak (PPA) Satreskrim Polres Cilegon menangkap FN (54) pelaku pencabulan terhadap anak dibawah umur berusia 12 tahun.
Aksi bejat pelaku terjadi pada 31 Oktober 2023 di Desa Sukmajaya, Kecamatan Jombang,","Cabuli Bocah, Pria Paruh Baya di Cilegon Diringkus Polisi"
2023-11-08 13:02:13,https://lampung.tribunnews.com/2023/11/08/22-reka-adegan-rekonstruksi-pelajar-smk-tewas-tawuran-di-bandar-lampung,tribunnews.com,"Tribunlampung.co.id, Bandar Lampung - Terdapat 22 reka adegan diperagakan oleh Polresta Bandar Lampung dalam rekonstruksi penganiayaan berujung korban jiwa saat tawuran pelajar SMK di Bandar Lampung, Lampung, Rabu (8/11/2023).
Dalam rekonstruksi ",22 Reka Adegan Rekonstruksi Pelajar SMK Tewas Tawuran di Bandar Lampung
2023-11-08 13:02:05,https://riau.suara.com/read/2023/11/08/125807/4-bocah-pekanbaru-disodomi-di-pos-ronda-hingga-rumah-tahfiz-para-pelaku-ditangkap,suara.com,"SuaraRiau.id - Polda Riau mengungkap kasus pencabulan sodomi terhadap empat bocah di Pekanbaru.
Dirkrimum Polda Riau, Kombes Asep Darmawan menjelaskan bahwa ada empat pelaku.
Kombes Asep menyatakan bahwa perbuatan tak senonoh itu dilakukan di beb","4 Bocah Pekanbaru Disodomi di Pos Ronda hingga Rumah Tahfiz, Para Pelaku Ditangkap"
2023-11-08 13:01:50,https://tribunnews.com/regional/2023/11/08/siswa-sd-di-gunungkidul-jadi-korban-perundungan-korban-dipukul-saat-di-sekolah,tribunnews.com,"Seorang siswa di Gunungkidul jadi korban perundungan.
TRRIBUNNEWS.COM - Seorang bocah SD di Kabupaten, Gunungkidul diduga jadi korban perundungan saat di sekolah.
Kasat Reskrim Polres Gunungkidul , AKP Andika Arya Pratama mengatakan, pihaknya ter","Siswa SD di Gunungkidul jadi Korban Perundungan, Korban Dipukul saat di Sekolah"
2023-11-08 13:01:26,https://www.ajnn.net/news/polisi-tangkap-pencopet-toke-kelontong-uang-rp-10-juta-raib/index.html,ajnn.net,"BANDA ACEH - Satuan Reserse Kriminal Polresta Banda Aceh, menangkap IA (56) diduga mencopet tas berisikan uang Rp 10 juta milik Cut Khatijah, toke kelontong asal Kecamatan Darul Imarah, Aceh Besar pada September 2023.
Pelaku yang kini tercatat se","Polisi Tangkap Pencopet Toke Kelontong, Uang Rp 10 Juta Raib"
2023-11-08 13:00:29,https://www.suaramerdeka.com/nasional/0410790208/pelaku-tindak-asusila-pada-2-anak-kandung-dapat-hadiah-nyanyian-selamat-ulang-tahun-polisi-di-padang,suaramerdeka.com,"PADANG, suaramerdeka.com - Viral aksi penangkapan seorang terduga pelaku tindak asusila pada 2 anak kandung di Padang.
Baca Juga: Sinopsis Ikatan Cinta Rabu 8 November 2023 : Devan Pilih Mundur dari CEO Maharatu dan Kembalikan Hal IniBegitu melih",Pelaku Tindak Asusila pada 2 Anak Kandung Dapat Hadiah Nyanyian Selamat Ulang Tahun Polisi di Padang
2023-11-08 13:00:05,https://www.liputan6.com/surabaya/read/5447372/polisi-buru-sopir-pelaku-tabrak-lari-hingga-korban-tewas-di-alun-alun-kota-sampang,liputan6.com,"Liputan6.com, Sampang - Polisi memburu seorang sopir minibus pelaku tabrak lari di sekitar alun-alun Kota Sampang, Madura, Jawa Timur.
Korban yang menjadi korban tabrak lari tersebut meninggal dunia.
Kepala Satuan Lalu Lintas Polres Sampang Ajun ",Polisi Buru Sopir Pelaku Tabrak Lari hingga Korban Tewas di Alun-alun Kota Sampang
2023-11-08 13:00:00,https://timexkupang.fajar.co.id/2023/11/08/36-kendaraan-tak-laik-operasi-terjaring-tim-gabungan-dishub-dan-polresta/,fajar.co.id,"KUPANG, TIMEX.FAJAR.CO.ID- Dinas Perhubungan (Dishub) Kota Kupang bekerja sama dengan Polres Kupang Kota dan menggelar operasi kendaraan baik roda dua maupun roda empat.
Operasi ini fokus pada surat-surat kendaraan, surat izin mengemudi dan kelay",36 Kendaraan Tak Laik Operasi Terjaring Tim Gabungan Dishub dan Polresta
2023-11-08 13:00:00,https://siap.viva.co.id/news/1700-maling-yang-bobol-banyak-rumah-di-anyelir-depok-ternyata-gunakan-jimat-nih-buktinya,viva.co.id,"Siap – Maling kambuhan yang sempat berulah di Perumahan Anyelir, Depok, Jawa Barat akhirnya berhasil diringkus polisi.
Mereka dibekuk di tempat persembunyiannya di sebuah rumah kontrakan di wilayah Ratu Jaya, Depok, kemarin.
Padahal, wajah salah ","Maling yang Bobol Banyak Rumah di Anyelir Depok Ternyata Gunakan Jimat, Nih Buktinya"
2023-11-08 13:00:00,https://metro.tempo.co/read/1794103/masuki-pemilu-puluhan-pos-satkamling-di-wilayah-ini-akan-dihidupkan-kembali,tempo.co,"IklanTEMPO.CO, Tangerang - Polsek Batuceper secara bertahap akan mengaktifkan kembali 47 pos satuan keamanan lingkungan atau Satkamling di Kecamatan Batu Ceper Kota Tangerang.
Tujuannya, menjaga kondusivitas wilayah dari gangguan keamanan dan ket","Masuki Pemilu, Puluhan Pos Satkamling di Wilayah Ini Akan Dihidupkan Kembali"
2023-11-08 13:00:00,https://tirto.id/sejumlah-negara-bakal-bantu-ri-perang-lawan-israel-hoaksfakta-gRZf,tirto.id,"Rusia mengerahkan 100.000 angkatan udara untuk bantu Indonesia lawan Israel.
China mengerahkan 50.000 angkatan darat untuk bantu Indonesia lawan Israel.
Prancis berjanji akan mengerahkan pasukan untuk bantu Indonesia lawan Israel.
Myanmar akan me","Sejumlah Negara Bakal Bantu RI Perang Lawan Israel, Hoaks/Fakta?"
2023-11-08 12:59:23,https://ambon.tribunnews.com/2023/11/08/warga-di-ohoibun-langgur-tak-kebagian-mitan-pemkab-malra-dan-polisi-diminta-proaktif-cek-lapangan,tribunnews.com,"AMBON, TRIBUNAMBON.COM - Belakangan antrean panjang minyak tanah kerap terjadi di beberapa kawasan di Kabupaten Maluku Tenggara (Malra).
Sementara itu, pemilik pangkalan kawasan Ohoibun, Piter Manggar mengaku kebagian stok 5 drum per minggunya.
P","Warga di Ohoibun-Langgur Tak Kebagian Mitan, Pemkab Malra dan Polisi Diminta Proaktif Cek Lapangan"
2023-11-08 12:59:20,https://palembang.tribunnews.com/2023/11/08/video-ayah-mirna-salihin-dilaporkan-ke-polisi-dugaan-phk-sepihak-dan-tak-bayar-pesangon-rp-35-m,tribunnews.com,"SRIPOKU.COM -- Ketenangan Edi Darmawan Salihin, ayah mendiang Wayan Mirna Salihin, korban kopi sianida, kembali terusik.
Kali ini, namanya mencuat lantaran diduga PHK karyawan PT Fajar Indah Cakra Cemerlang tanpa pesangon pada 2018 lalu.
Sudah 5 ","Video: Ayah Mirna Salihin, Dilaporkan ke Polisi, Dugaan PHK Sepihak dan Tak Bayar Pesangon Rp 3,5 M"
2023-11-08 12:58:41,https://surabaya.tribunnews.com/2023/11/08/pengakuan-terduga-pelaku-perampokan-di-hotel-telaga-ngebel-ponorogo-untuk-bayar-hutang,tribunnews.com,"Terduga pelaku berinisial Y (kiri) yang merampok di hotel Telaga Ngebel Ponorogo (kanan) saat diperiksa di Mapolres PonorogoSURYA.CO.ID, PONOROGO - Terduga pelaku perampokan pada hotel di Telaga Ngebel Ponorogo berinisial Y tidak hanya mengambil ",Pengakuan Terduga Pelaku Perampokan di Hotel Telaga Ngebel Ponorogo : Untuk Bayar Hutang
2023-11-08 12:57:27,https://radartulungagung.jawapos.com/blitar/763260056/suami-di-blitar-habisi-nyawa-sang-istri-usai-salat-subuh-polisi-ungkap-motif-sang-algojo-nekat-berbuat-keji,jawapos.com,"BLITAR-Polres Blitar mengungkap sosok tersangka pembunuhan Sri Juanah, 70, warga Desa Pojok, Kecamatan Garum, Kabupaten Blitar.
Sang pelaku peristiwa pembunuhan yang menggemparkan warga Blitar, ini ternyata merupakan suaminya sendiri bernama SN, ","Suami di Blitar Habisi Nyawa Sang Istri usai Salat Subuh, Polisi Ungkap Motif Sang Algojo Nekat Berbuat Keji"
2023-11-08 12:57:18,https://batam.tribunnews.com/2023/11/08/polisi-buru-sosok-wanita-di-kasus-tahanan-narkoba-di-bintan-tewas-dalam-sel,tribunnews.com,"Jenazah T, tahanan Polres Bintan yang tewas dalam sel tahanan saat dibawa ke Kendari melalui Bandara Internasional Hang Nadim Batam, Provinsi Kepri, Selasa (7/11/2023).
Polisi kini buru sosok wanita yang antarkan sabu ke T di sebuah hotel di Tanj",Polisi Buru Sosok Wanita di Kasus Tahanan Narkoba di Bintan Tewas Dalam Sel
2023-11-08 12:56:17,https://www.pikiran-rakyat.com/bandung-raya/pr-017336343/11-anggota-brigez-keroyok-warga-bandung-di-spbu-karena-tak-terima-ditegur-di-jalan,pikiran-rakyat.com,"PIKIRAN RAKYAT - Sebelas orang anggota geng motor Brigez yang melakukan pengeroyokan di SPBU Jalan A.H. Nasution, Kota Bandung, Sabtu, 4 November 2023, berhasil diamankan oleh polisi.
Dari 11 pelaku yang diamankan, 2 di antaranya jadi tersangka y",11 Anggota Brigez Keroyok Warga Bandung di SPBU karena Tak Terima Ditegur di Jalan
2023-11-08 12:55:55,https://surabaya.kompas.com/read/2023/11/08/125555678/kakek-73-tahun-di-blitar-bunuh-istri-berusia-64-tahun-karena-cemburu,kompas.com,"BLITAR, KOMPAS.com – STS, warga Kabupaten Blitar, Jawa Timur, berusia 73 tahun menganiaya istrinya sendiri, SJ (64) hingga tewas karena dipicu cemburu.
Menurut polisi, STS membunuh SJ pada Senin (6/11/2023) subuh di rumah mereka, Dusun Talok, Des",Kakek 73 Tahun di Blitar Bunuh Istri Berusia 64 Tahun karena Cemburu
2023-11-08 12:55:23,http://kompas.id/baca/nusantara/2023/11/08/aksi-geng-motor-serang-warga-di-bandung-dua-orang-jadi-tersangka?open_from=Section_Nusantara,kompas.id,"Serang Warga di Bandung, Dua Anggota Geng Motor Jadi Tersangka”Keduanya terlibat pemukulan warga bernama Taufik Aprilian,” ujar Kepala Polrestabes Bandung Komisaris Besar Budi Sartono saat ditemui di Kota Bandung, Rabu (8/11/2023).
Kepala Polrest","Serang Warga di Bandung, Dua Anggota Geng Motor Jadi Tersangka"
2023-11-08 12:55:18,https://bangka.tribunnews.com/2023/11/08/reaksi-mimin-istri-muda-yosef-saat-diperlihatkan-oleh-polisi-foto-tuti-dan-amalia-duh-sedih-ngeri,tribunnews.com,"Begini Pengakuan Mimin Istri Muda Yosef Usai Jadi Tersangka, Ungkap Kegiatannya di Malam PembunuhanBANGKAPOS.COM -- Mimin istri Yosef masih ngotot tak terlibat dalam kasus Subang.
Meski statusnya sudah menjadi tersangka, namun Mimin bersikukuh ta","Reaksi Mimin Istri Muda Yosef saat Diperlihatkan oleh Polisi Foto Tuti dan Amalia: Duh, Sedih, Ngeri"
2023-11-08 12:54:43,https://jabar.tribunnews.com/2023/11/08/pengendara-fortuner-tenteng-pedang-sambil-ngamuk-di-jalan-raya-garut-bandung-sudah-dicokok-polisi,tribunnews.com,"Pengendara Fortuner mengamuk sambil menenteng pedang di Jalan Raya Garut-Bandung Kampung Warungcina, Desa Linggar Kecamatan Rancaekek, Kabupaten Bandung, Jawa Barat, Minggu (5/11/2023).
TRIBUNJABAR.ID, BANDUNG - Pengendara Toyota Fortuner yang me",Pengendara Fortuner Tenteng Pedang Sambil Ngamuk di Jalan Raya Garut-Bandung Sudah Dicokok Polisi
2023-11-08 12:54:27,https://www.metrotvnews.com/read/NQACqp05-mahasiswi-unair-tewas-dalam-mobil-terlacak-beli-gas-helium-secara-online,metrotvnews.com,"Hal ini diketahui setelah penyidik Reskrim Polresta Sidoarjo menemukan bukti bahwa korban membeli gas helium dan selang bening secara online.
Dari bukti data yang didapatkan penyidik Polresta Sidoarjo diketahui, korban memesan gas helium dan sela",Mahasiswi Unair Tewas dalam Mobil Terlacak Beli Gas Helium secara Online
2023-11-08 12:53:48,https://jatim-timur.tribunnews.com/2023/11/08/motif-kasus-pembunuhan-irt-blitar-suami-cemburu-diduga-istri-selingkuh,tribunnews.com,"Pelaku pembunuhan terhadap istrinya sendiri saat berada di Polres Blitar, Rabu (8/11/2023)TRIBUNJATIMTIMUR.COM, BLITAR - Peristiwa suami tega membunuh istri yang jasadnya dibuang di sungai Dusun Talok, Desa Pojok, Kecamatan Garum, Kabupaten Blita","Motif Kasus Pembunuhan IRT Blitar, Suami Cemburu Diduga Istri Selingkuh"
2023-11-08 12:53:27,https://regional.kompas.com/read/2023/11/08/125327578/rekonstruksi-pelajar-tewas-saat-tawuran-korban-dan-pelaku-janjian-duel,kompas.com,"LAMPUNG, KOMPAS.com - Rekonstruksi peristiwa tawuran pelajar di Bandar Lampung menunjukkan fakta baru.
Polisi menyebut, korban bernama Gilang Ihsan Zikri (16) sempat janjian duel hanya menggunakan ikat pinggang dengan kelompok pelaku.
Rekonstruks","Rekonstruksi Pelajar Tewas Saat Tawuran, Korban dan Pelaku Janjian Duel Pakai Gesper"
2023-11-08 12:53:18,https://bengkulu.tribunnews.com/2023/11/08/kronologi-viral-video-tak-senonoh-guru-di-rejang-lebong-pacar-mengaku-polisi-diam-diam-rekam-vcs,tribunnews.com,"Anggota Polsek Kota Padang saat mendatangi rumah oknum guru yang videonya viral di Rejang Lebong.
Laporan Reporter TribunBengkulu.com, M. Rizki WahyudiTRIBUNBENGKULU.COM, REJANG LEBONG - Viralnya video tak senonoh berdurasi 28 detik dengan pemera","Kronologi Viral Video Tak Senonoh Guru di Rejang Lebong, Pacar Mengaku Polisi Diam-diam Rekam VCS"

